Bracket Type=4
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 Study,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_D13,1,D:\,,,,RD13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F24,1,D:\,,,,RF24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F15,1,D:\,,,,RF15,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_D19,1,D:\,,,,RD19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_B18,1,D:\,,,,RB18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F18,1,D:\,,,,RF18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_A10,1,D:\,,,,RA10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C11,1,D:\,,,,RC11,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A23,1,D:\,,,,RA23,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E3,1,D:\,,,,RE3,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E8,1,D:\,,,,RE8,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D21,1,D:\,,,,RD21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_C1,1,D:\,,,,RC1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_A2,1,D:\,,,,RA2,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B21,1,D:\,,,,RB21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A3,1,D:\,,,,RA3,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E11,1,D:\,,,,RE11,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A16,1,D:\,,,,RA16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_D3,1,D:\,,,,RD3,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B11,1,D:\,,,,RB11,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A20,1,D:\,,,,RA20,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_D20,1,D:\,,,,RD20,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C7,1,D:\,,,,RC7,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E6,1,D:\,,,,RE6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D4,1,D:\,,,,RD4,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E12,1,D:\,,,,RE12,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_A17,1,D:\,,,,RA17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_E2,1,D:\,,,,RE2,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D20,1,D:\,,,,RD20,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E11,1,D:\,,,,RE11,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_B17,1,D:\,,,,RB17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E21,1,D:\,,,,RE21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C12,1,D:\,,,,RC12,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_B4,1,D:\,,,,RB4,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F21,1,D:\,,,,RF21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F3,1,D:\,,,,RF3,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_D7,1,D:\,,,,RD7,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_D18,1,D:\,,,,RD18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F17,1,D:\,,,,RF17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F23,1,D:\,,,,RF23,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E15,1,D:\,,,,RE15,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F10,1,D:\,,,,RF10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D15,1,D:\,,,,RD15,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A10,1,D:\,,,,RA10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E6,1,D:\,,,,RE6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A8,1,D:\,,,,RA8,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C5,1,D:\,,,,RC5,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F7,1,D:\,,,,RF7,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_A1,1,D:\,,,,RA1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F6,1,D:\,,,,RF6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D14,1,D:\,,,,RD14,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_B5,1,D:\,,,,RB5,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_B9,1,D:\,,,,RB9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C22,1,D:\,,,,RC22,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_B11,1,D:\,,,,RB11,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E7,1,D:\,,,,RE7,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D16,1,D:\,,,,RD16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_A12,1,D:\,,,,RA12,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C5,1,D:\,,,,RC5,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_F2,1,D:\,,,,RF2,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B19,1,D:\,,,,RB19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A18,1,D:\,,,,RA18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E16,1,D:\,,,,RE16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E21,1,D:\,,,,RE21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D5,1,D:\,,,,RD5,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_B21,1,D:\,,,,RB21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A17,1,D:\,,,,RA17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_A6,1,D:\,,,,RA6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B9,1,D:\,,,,RB9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E17,1,D:\,,,,RE17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E24,1,D:\,,,,RE24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F19,1,D:\,,,,RF19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A24,1,D:\,,,,RA24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F20,1,D:\,,,,RF20,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_D24,1,D:\,,,,RD24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E10,1,D:\,,,,RE10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_A18,1,D:\,,,,RA18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A14,1,D:\,,,,RA14,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F10,1,D:\,,,,RF10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E14,1,D:\,,,,RE14,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_B24,1,D:\,,,,RB24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_A13,1,D:\,,,,RA13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C24,1,D:\,,,,RC24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C3,1,D:\,,,,RC3,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_A9,1,D:\,,,,RA9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E3,1,D:\,,,,RE3,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_A19,1,D:\,,,,RA19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F4,1,D:\,,,,RF4,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C23,1,D:\,,,,RC23,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D13,1,D:\,,,,RD13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E19,1,D:\,,,,RE19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C2,1,D:\,,,,RC2,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_B10,1,D:\,,,,RB10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C19,1,D:\,,,,RC19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E10,1,D:\,,,,RE10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_A11,1,D:\,,,,RA11,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_D4,1,D:\,,,,RD4,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_B14,1,D:\,,,,RB14,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C16,1,D:\,,,,RC16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_D2,1,D:\,,,,RD2,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_A16,1,D:\,,,,RA16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F12,1,D:\,,,,RF12,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A9,1,D:\,,,,RA9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D7,1,D:\,,,,RD7,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D8,1,D:\,,,,RD8,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C22,1,D:\,,,,RC22,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C20,1,D:\,,,,RC20,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_D15,1,D:\,,,,RD15,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_A5,1,D:\,,,,RA5,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_A22,1,D:\,,,,RA22,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_B15,1,D:\,,,,RB15,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A15,1,D:\,,,,RA15,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F21,1,D:\,,,,RF21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E18,1,D:\,,,,RE18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B5,1,D:\,,,,RB5,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D10,1,D:\,,,,RD10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_B16,1,D:\,,,,RB16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E23,1,D:\,,,,RE23,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C6,1,D:\,,,,RC6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_D21,1,D:\,,,,RD21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C21,1,D:\,,,,RC21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C8,1,D:\,,,,RC8,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F5,1,D:\,,,,RF5,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F19,1,D:\,,,,RF19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D9,1,D:\,,,,RD9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D3,1,D:\,,,,RD3,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C7,1,D:\,,,,RC7,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_D1,1,D:\,,,,RD1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C17,1,D:\,,,,RC17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E5,1,D:\,,,,RE5,1.7,,,,,,,,,,,,
